query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,10,8,True,0.616692939
2,ming,66,0,False,0.10067936799999977
3,ming,8,5,True,0.09888903899999946
4,ming,2309,0,False,0.5984625489999997
5,ming,9,8,True,0.38014407000000006
6,ming,27405,0,False,11.326662943
7,ming,11,6,True,0.1479194260000014
8,ming,10,3,True,0.13263327700000005
9,ming,9,8,True,0.22722652399999888
10,ming,1026,0,False,0.6323053629999968
11,ming,7,6,True,0.2815318679999983
12,ming,9,8,True,0.14953822200000033
13,ming,2702,0,False,2.3641343359999993
14,ming,19,6,True,0.41748988699999856
15,ming,6,5,True,0.15302478500000305
16,ming,106,0,False,0.28817707800000036
17,ming,3,2,True,0.007622996999998577
18,ming,207149,0,False,24.156383062000003
19,ming,48,6,True,0.20991126900000268
20,ming,488,0,False,3.7632214879999992
21,ming,1162,10,True,1.4610558590000053
22,ming,8,5,True,0.017235780999996564
23,ming,1803,14,True,1.7280100910000016
24,ming,112,8,True,0.25062466699999675
25,ming,6,5,True,0.1527937309999956
26,ming,7,6,True,0.28048768400000057
27,ming,18,7,True,0.033508904999997924
28,ming,11,6,True,0.011999774000003072
29,ming,9,8,True,0.08029145499999402
30,ming,7,6,True,0.14000471900000377
31,ming,9,8,True,0.1117786719999998
32,ming,24,8,True,0.23155830799999677
33,ming,7,6,True,0.09832492500000001
34,ming,16,9,True,0.052955726000000425
35,ming,9,8,True,0.35728389999999877
36,ming,43,11,True,0.08010312899999406
37,ming,61247,0,False,6.427693447000003
38,ming,8,7,True,0.10018650800000728
39,ming,4,3,True,0.06656386999999597
40,ming,4,3,True,0.08229631199999687
41,ming,7,6,True,0.23412836400000003
42,ming,7,6,True,0.2289767080000047
43,ming,11,8,True,0.04878185599999085
44,ming,7,6,True,0.17876489400001105
45,ming,14,9,True,0.04828150500000561
46,ming,58897,0,False,14.255047510999987
47,ming,13,8,True,0.1716494449999999
48,ming,6,5,True,0.04645282999999267
49,ming,6,5,True,0.10862906100000203
50,ming,4,3,True,0.0682167709999959
51,ming,5,4,True,0.15290367200000787
52,ming,89,0,False,0.16706532599999946
53,ming,6,5,True,0.09044270100000062
54,ming,5,4,True,0.14303965099999516
55,ming,47,11,True,0.4697478410000002
56,ming,69,14,True,0.45946596099999226
57,ming,8,7,True,0.09988920199999995
58,ming,5,3,True,0.06965486299999668
59,ming,6,5,True,0.07371061800000689
60,ming,5,4,True,0.09391051800000128
61,ming,5,4,True,0.10638819999999782
62,ming,5,4,True,0.06254278800000179
63,ming,731,0,False,0.14764359599999466
64,ming,13,12,True,0.3747658269999903
65,ming,4,3,True,0.10673380900000495
66,ming,4,3,True,0.0282988510000024
67,ming,5,4,True,0.02924693399999967
68,ming,43,10,True,0.09885097200000814
69,ming,159,12,True,0.17019183899999746
70,ming,18402,0,False,6.268587076000003
71,ming,57,0,False,0.07636644499999079
72,ming,9,8,True,0.0946999169999998
73,ming,4,3,True,0.00905932300000245
74,ming,15,14,True,0.2551291810000009
75,ming,7,4,True,0.1189155320000026
76,ming,103,8,True,0.13845824099999504
77,ming,4,3,True,0.01959781399999372
78,ming,4,3,True,0.06808324300000379
79,ming,8928,0,False,1.4411015889999987
80,ming,9,8,True,0.08614542099999767
81,ming,7,6,True,0.15901113000001033
82,ming,9,8,True,0.08222791800000095
83,ming,19189,0,False,4.661377021999996
84,ming,11,10,True,0.04460023599999374
85,ming,2759,0,False,0.41322045200000446
86,ming,128619,0,False,20.827653122
87,ming,45103,0,False,7.253007205000003
88,ming,11,3,True,0.0492720280000043
89,ming,4,3,True,0.04180530700000418
90,ming,133,0,False,0.05519293500000799
91,ming,9,8,True,0.3482875839999906
92,ming,10,9,True,0.21927732399998945
93,ming,6,5,True,0.2961050250000028
94,ming,4,2,True,0.020087211000003435
95,ming,1000000,0,False,116.769015104
96,ming,8,7,True,0.1674423339999862
97,ming,32,5,True,0.16696599800002332
98,ming,365,0,False,0.5505892449999976
99,ming,6,5,True,0.06443376599997919
100,ming,4,3,True,0.06690970399998264
